"Program","Year","Period","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Domain","use","details","Value","CV....","Fruit","Category","Item","Metric","name","code"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"NAVAJO",17,"TOTAL","NOT SPECIFIED",NA,10,35,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"NAVAJO",17,"TOTAL","NOT SPECIFIED",NA,3,48.4,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"YAVAPAI",25,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"YAVAPAI",25,"TOTAL","NOT SPECIFIED",NA,4,35,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"YAVAPAI",25,"TOTAL","NOT SPECIFIED",NA,3,48.4,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"COCHISE",3,"TOTAL","NOT SPECIFIED",NA,1,52.7,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"COCHISE",3,"TOTAL","NOT SPECIFIED",NA,1,35,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"COCHISE",3,"TOTAL","NOT SPECIFIED",NA,1,48.4,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"MARICOPA",13,"TOTAL","NOT SPECIFIED",NA,1,63.2,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"MARICOPA",13,"TOTAL","NOT SPECIFIED",NA,3,52.7,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"MARICOPA",13,"TOTAL","NOT SPECIFIED",NA,5,35,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"MARICOPA",13,"TOTAL","NOT SPECIFIED",NA,2,48.4,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"SANTA CRUZ",23,"TOTAL","NOT SPECIFIED",NA,1,52.7,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"SANTA CRUZ",23,"TOTAL","NOT SPECIFIED",NA,1,35,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"FAULKNER",45,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"FAULKNER",45,"TOTAL","NOT SPECIFIED",NA,4,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"FAULKNER",45,"TOTAL","NOT SPECIFIED",NA,3,64.9,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"PULASKI",119,"TOTAL","NOT SPECIFIED",NA,4,60.2,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"PULASKI",119,"TOTAL","NOT SPECIFIED",NA,4,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"PULASKI",119,"TOTAL","NOT SPECIFIED",NA,1,64.9,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"SALINE",125,"TOTAL","NOT SPECIFIED",NA,3,60.2,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"SALINE",125,"TOTAL","NOT SPECIFIED",NA,3,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"SALINE",125,"TOTAL","NOT SPECIFIED",NA,1,64.9,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"EAST CENTRAL",60,"LONOKE",85,"TOTAL","NOT SPECIFIED",NA,12,75.8,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"EAST CENTRAL",60,"LONOKE",85,"TOTAL","NOT SPECIFIED",NA,12,75.3,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"EAST CENTRAL",60,"LONOKE",85,"TOTAL","NOT SPECIFIED",NA,7,60.2,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"EAST CENTRAL",60,"LONOKE",85,"TOTAL","NOT SPECIFIED",NA,7,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"BAXTER",5,"TOTAL","NOT SPECIFIED",NA,6,60.2,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"BAXTER",5,"TOTAL","NOT SPECIFIED",NA,6,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"CLEBURNE",23,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"CLEBURNE",23,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"FULTON",49,"TOTAL","NOT SPECIFIED",NA,3,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"FULTON",49,"TOTAL","NOT SPECIFIED",NA,3,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"MARION",89,"TOTAL","NOT SPECIFIED",NA,2,60.2,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"MARION",89,"TOTAL","NOT SPECIFIED",NA,2,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"SHARP",135,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"SHARP",135,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"GREENE",55,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"GREENE",55,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"JACKSON",67,"TOTAL","NOT SPECIFIED",NA,2,60.2,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"JACKSON",67,"TOTAL","NOT SPECIFIED",NA,2,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"LAWRENCE",75,"TOTAL","NOT SPECIFIED",NA,12,75.8,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"LAWRENCE",75,"TOTAL","NOT SPECIFIED",NA,12,75.3,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"LAWRENCE",75,"TOTAL","NOT SPECIFIED",NA,6,60.2,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"LAWRENCE",75,"TOTAL","NOT SPECIFIED",NA,6,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"WHITE",145,"TOTAL","NOT SPECIFIED",NA,13,75.3,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"WHITE",145,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"WHITE",145,"TOTAL","NOT SPECIFIED",NA,4,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"WHITE",145,"TOTAL","NOT SPECIFIED",NA,3,64.9,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"BENTON",7,"TOTAL","NOT SPECIFIED",NA,10,75.8,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"BENTON",7,"TOTAL","NOT SPECIFIED",NA,4,60.2,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"BENTON",7,"TOTAL","NOT SPECIFIED",NA,7,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"BENTON",7,"TOTAL","NOT SPECIFIED",NA,6,64.9,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"CARROLL",15,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"CARROLL",15,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"CARROLL",15,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"WASHINGTON",143,"TOTAL","NOT SPECIFIED",NA,6,75.8,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"WASHINGTON",143,"TOTAL","NOT SPECIFIED",NA,6,75.3,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"WASHINGTON",143,"TOTAL","NOT SPECIFIED",NA,5,60.2,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"WASHINGTON",143,"TOTAL","NOT SPECIFIED",NA,5,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTH CENTRAL",80,"OUACHITA",103,"TOTAL","NOT SPECIFIED",NA,1,60.2,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTH CENTRAL",80,"OUACHITA",103,"TOTAL","NOT SPECIFIED",NA,1,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHEAST",90,"JEFFERSON",69,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHEAST",90,"JEFFERSON",69,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHEAST",90,"JEFFERSON",69,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHWEST",70,"HEMPSTEAD",57,"TOTAL","NOT SPECIFIED",NA,15,75.8,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHWEST",70,"HEMPSTEAD",57,"TOTAL","NOT SPECIFIED",NA,15,75.3,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHWEST",70,"HEMPSTEAD",57,"TOTAL","NOT SPECIFIED",NA,3,60.2,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHWEST",70,"HEMPSTEAD",57,"TOTAL","NOT SPECIFIED",NA,3,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHWEST",70,"PIKE",109,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHWEST",70,"PIKE",109,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"WEST CENTRAL",40,"CRAWFORD",33,"TOTAL","NOT SPECIFIED",NA,3,75.8,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"WEST CENTRAL",40,"CRAWFORD",33,"TOTAL","NOT SPECIFIED",NA,6,60.2,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"WEST CENTRAL",40,"CRAWFORD",33,"TOTAL","NOT SPECIFIED",NA,6,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"WEST CENTRAL",40,"CRAWFORD",33,"TOTAL","NOT SPECIFIED",NA,5,64.9,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"WEST CENTRAL",40,"JOHNSON",71,"TOTAL","NOT SPECIFIED",NA,4,NA,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"WEST CENTRAL",40,"JOHNSON",71,"TOTAL","NOT SPECIFIED",NA,6,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"WEST CENTRAL",40,"JOHNSON",71,"TOTAL","NOT SPECIFIED",NA,6,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"WEST CENTRAL",40,"JOHNSON",71,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"WEST CENTRAL",40,"LOGAN",83,"TOTAL","NOT SPECIFIED",NA,1,60.2,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"WEST CENTRAL",40,"LOGAN",83,"TOTAL","NOT SPECIFIED",NA,1,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"WEST CENTRAL",40,"SEBASTIAN",131,"TOTAL","NOT SPECIFIED",NA,3,75.8,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"WEST CENTRAL",40,"SEBASTIAN",131,"TOTAL","NOT SPECIFIED",NA,3,75.3,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"WEST CENTRAL",40,"SEBASTIAN",131,"TOTAL","NOT SPECIFIED",NA,3,60.2,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"WEST CENTRAL",40,"SEBASTIAN",131,"TOTAL","NOT SPECIFIED",NA,3,61.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"ALAMEDA",1,"TOTAL","NOT SPECIFIED",NA,3,34.9,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"ALAMEDA",1,"TOTAL","NOT SPECIFIED",NA,3,35.2,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"MARIN",41,"TOTAL","NOT SPECIFIED",NA,6,34.9,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"MARIN",41,"TOTAL","NOT SPECIFIED",NA,7,35.2,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"MARIN",41,"TOTAL","NOT SPECIFIED",NA,1,59.7,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"MONTEREY",53,"TOTAL","NOT SPECIFIED",NA,238,41.3,"Strawberries",NA,"ACRES NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"MONTEREY",53,"TOTAL","NOT SPECIFIED",NA,138,34.9,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"MONTEREY",53,"TOTAL","NOT SPECIFIED",NA,138,35.2,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"MONTEREY",53,"TOTAL","NOT SPECIFIED",NA,18,59.7,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"NAPA",55,"TOTAL","NOT SPECIFIED",NA,90,30.6,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"NAPA",55,"TOTAL","NOT SPECIFIED",NA,90,29.7,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"NAPA",55,"TOTAL","NOT SPECIFIED",NA,37,34.9,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"NAPA",55,"TOTAL","NOT SPECIFIED",NA,37,35.2,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SAN BENITO",69,"TOTAL","NOT SPECIFIED",NA,2,34.9,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SAN BENITO",69,"TOTAL","NOT SPECIFIED",NA,2,35.2,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SAN LUIS OBISPO",79,"TOTAL","NOT SPECIFIED",NA,32,34.9,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SAN LUIS OBISPO",79,"TOTAL","NOT SPECIFIED",NA,34,35.2,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SAN LUIS OBISPO",79,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SAN MATEO",81,"TOTAL","NOT SPECIFIED",NA,4,30.6,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SAN MATEO",81,"TOTAL","NOT SPECIFIED",NA,4,29.7,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SAN MATEO",81,"TOTAL","NOT SPECIFIED",NA,7,34.9,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SAN MATEO",81,"TOTAL","NOT SPECIFIED",NA,7,35.2,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SANTA CLARA",85,"TOTAL","NOT SPECIFIED",NA,3,34.9,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SANTA CLARA",85,"TOTAL","NOT SPECIFIED",NA,3,35.2,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SANTA CLARA",85,"TOTAL","NOT SPECIFIED",NA,1,59.7,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SANTA CRUZ",87,"TOTAL","NOT SPECIFIED",NA,7,41.3,"Strawberries",NA,"ACRES NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SANTA CRUZ",87,"TOTAL","NOT SPECIFIED",NA,45,34.9,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SANTA CRUZ",87,"TOTAL","NOT SPECIFIED",NA,45,35.2,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SANTA CRUZ",87,"TOTAL","NOT SPECIFIED",NA,4,59.7,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SONOMA",97,"TOTAL","NOT SPECIFIED",NA,28,30.6,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SONOMA",97,"TOTAL","NOT SPECIFIED",NA,29,29.7,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA",6,"CENTRAL COAST",40,"SONOMA",97,"TOTAL","NOT SPECIFIED",NA,1,41.3,"Strawberries",NA,"ACRES NON-BEARING","N/A",NA,NA
